"BFN","LICENSE_TYPE","LICENSE_SUB_TYPE","LICENSE_STATUS","EXPIRATION_DATE","ENTITY_NAME","ESTABLISHMENT_ADDRESS"
"2021-BFN-0000639","Boarding Home - Personal Care","NA","Pending","1/29/2021 2:12:32 PM","WATERMARK HARVARD SQUARE LLC","10200 E Harvard Ave  Denver 80231"
"2021-BFN-0001325","Retail Food Establishment","Restaurant - Temporary","Pending","3/3/2021 3:45:26 PM","HADLEY HOSPITALITY LLC","2737 N High ST  Denver 80205"
"2021-BFN-0002268","Liquor","Special Events","Pending","4/14/2021 11:49:17 AM","RiNo Art District","      "
"2021-BFN-0002269","Combined License","NA","Pending","4/14/2021 11:54:03 AM","TARGET CORPORATION","2490 S Colorado Blvd  Denver 80222"
"2021-BFN-0002271","Retail Food Establishment","Mobile","Pending","4/14/2021 1:58:46 PM","FLIP N 4 THA TOWN 810 LLC","2698 S PAGOSA ST  AURORA 80013"
"2021-BFN-0001759","Retail Food Establishment","Restaurant - Temporary","Pending","3/24/2021 10:49:26 PM","VICKY'S THAI KITCHEN","17973  E. Bates. Ave.    "
"2021-BFN-0002309","Retail Food Establishment","Restaurant - Temporary","Pending","4/15/2021 12:17:01 PM","The Yuppie Kitchen, LLC","6734  Yarrow    "
"2021-BFN-0001635","Short Term Rental","NA","Pending","3/19/2021 9:21:23 AM","RON STRACHAN","3325 N Tejon ST  Denver 80211"
"2021-BFN-0002341","Combined License","NA","Pending","4/16/2021 1:42:26 PM","ONEFOLD 2 INC","1919  19th St  Denver 80202"
"2021-BFN-0002361","Retail Marijuana Inf Prod Mfg","NA","Pending","4/16/2021 8:37:26 PM","CRICECANN LLC","2704 W 8th Ave  Denver 80204"
"2021-BFN-0001845","Retail Tobacco Store","NA","Pending","3/29/2021 1:22:34 PM","CHE POCHO INC","8555 W Belleview AVE A03 Denver 80123"
"2021-BFN-0001852","Retail Tobacco Store","NA","Pending","3/29/2021 6:03:01 PM","K-Stop Gas and Groceries LLC","4305 S Lowell BLVD  Denver 80236"
"2021-BFN-0002402","Short Term Rental","NA","Pending","4/20/2021 10:16:18 AM","ROGER MONTOYA","2211  Glenarm PL  Denver 80205"
"2021-BFN-0002431","Short Term Rental","NA","Pending","4/20/2021 3:36:27 PM","ALICE SMITH","17797 E 54th AVE  Denver 80249"
"2021-BFN-0002436","Retail Food Establishment","Mobile","Pending","4/20/2021 6:05:28 PM","FREEFORM PERFORMANCE NUTRITION","     DENVER "
"2021-BFN-0002136","Waste Hauler","NA","Pending","4/9/2021 1:20:10 PM","Go Green Recycling","      "
"2021-BFN-0002449","Liquor","Special Events","Pending","4/21/2021 9:19:35 AM","Colorado Food Truck Cares","      "
"2021-BFN-0002456","Short Term Rental","NA","Pending","4/21/2021 11:34:49 AM","BROGAN ROSSI","3407 W Arkansas AVE  Denver 80219"
"2021-BFN-0002463","Combined License","NA","Pending","4/21/2021 2:46:14 PM","HIMALAYAN SPICY, LLC","4279 N Tennyson St  Denver 80212"
"2021-BFN-0001995","Retail Food Establishment","Restaurant - Stand-Up","Pending","4/5/2021 2:12:59 PM","SALTED INC","810 N Vallejo St  Denver "
"2020-BFN-0004378","Combined License","NA","Pending","8/26/2020 3:54:21 PM","XSC DENVER 1 CLUB LLC","3100 N Inca St  Denver "
"2020-BFN-0005938","Food - Retail","Milk, Dairy, Prepackaged Meats","Pending","11/12/2020 12:43:52 PM","ABARROTES LA HERRADURA LLC","3401 N Franklin St  Denver 80205"
"2020-BFN-0005211","Retail Food Establishment","Restaurant - Stand-Up","Pending","10/9/2020 7:31:53 AM","GREEN VALLEY PARTNERS LLC","18601  Green Valley Ranch Blvd 106 Denver 80249"
"2020-BFN-0006619","Retail Food Establishment","Restaurant","Pending","12/8/2020 11:02:25 AM","MARVALA LLC","3550 W 38th Ave 80 Denver 80211"
"2020-BFN-0006576","Retail Tobacco Store","NA","Pending","12/6/2020 3:05:01 PM","Gebre Haile","400 E Colfax AVE  Denver 80203"
"2020-BFN-0004765","Food - Wholesale","Fresh Milk & Dairy","Pending","9/17/2020 12:11:41 PM","THE SYGMA NETWORK, INC","4895 N Geneva St  Denver 80238"
"2020-BFN-0005084","Retail Food Establishment","Restaurant","Pending","10/2/2020 11:59:30 AM","WHEELER RESTAURANT GROUP, LLC","4875 N Federal Blvd  Denver 80221"
"2020-BFN-0006991","Retail Tobacco Store","NA","Pending","12/16/2020 9:39:50 AM","Downing Street Liquors, Inc","1036 E 22nd AVE  Denver "
"2020-BFN-0005026","Short Term Rental","NA","Pending","9/29/2020 12:00:00 AM","BEWKETE MISIKIR","4727 N Jasper ST  Denver 80239"
"2020-BFN-0005633","Valet Location License","NA","Pending","10/28/2020 2:18:52 PM","PARKWELL, LLC","204  DETROIT ST  DENVER 80206"
"2020-BFN-0004618","Swimming Pool","NA","Pending","9/9/2020 3:10:39 PM","G6 HOSPITALITY PROPERTY LLC","3050 W 49th Ave  Denver 80221"
"2020-BFN-0005198","Food - Wholesale","Packaged, Bottled, Canned","Pending","10/8/2020 2:31:35 PM","RIFF ROASTERS LLC","12445 E 39th Ave D-219 Denver "
"2020-BFN-0007461","Child Care","Center","Pending","12/31/2020 12:22:14 PM","PITQUIST INC","225 S Monaco Street PKWY  Denver "
"2020-BFN-0007469","Retail Tobacco Store","NA","Pending","12/31/2020 1:29:29 PM","Safeway Stores 45, Inc","560 N Corona ST  Denver 80218"
"2020-BFN-0005331","Combined License","NA","Pending","10/15/2020 10:41:30 AM","WORTH ROSS MANAGEMENT CO","2 N Adams St  Denver 80206"
"2020-BFN-0004774","Combined License","NA","Pending","9/17/2020 2:04:12 PM","GAIJIN OMAKASE LLC","4332 E 8th Ave  Denver 80220"
"2020-BFN-0007437","Retail Tobacco Store","NA","Pending","12/30/2020 5:56:35 PM","7-Eleven, Inc.","1800  Welton ST  Denver 80202"
"2021-BFN-0000047","Marijuana Transporter","NA","Pending","1/5/2021 6:05:57 AM","DASH LLC","1030 W Ellsworth Ave  Denver 80223"
"2020-BFN-0006151","Retail Food Establishment","Restaurant - Temporary","Pending","11/20/2020 9:05:19 AM","GUGU INTERNATIONAL LLC","17116  LAUREL LN  MONROE 98272"
"2020-BFN-0004388","Combined License","NA","Pending","8/27/2020 10:18:12 AM","TURNOVER, darling LLC","2162  Larimer St  Denver 80205"
"2020-BFN-0005046","Combined License","NA","Pending","9/30/2020 2:37:44 PM","MFREVF 11-CITY GATE LLC","2890 N Brighton Blvd  Denver 80216"
"2020-BFN-0005346","Private Security Employer","NA","Pending","10/15/2020 8:14:39 PM","Zen Compound Denver LLC","      "
"2020-BFN-0004501","Retail Food Establishment","Restaurant","Pending","9/1/2020 3:40:22 PM","ILLEGAL GROUNDS COFFEE SHOP LLC","925 E 17th Ave  Denver 80218"
"2020-BFN-0007230","Retail Tobacco Store","NA","Pending","12/23/2020 1:02:11 PM","Safeway Stores 45, Inc","1280 E Evans AVE  Denver "
"2020-BFN-0004646","Food - Wholesale","Fresh Meats, Fish, Caterers","Pending","9/11/2020 9:55:45 AM","SNACKTACULAR LLC","     DENVER "
"2020-BFN-0004763","Retail Food Establishment","Restaurant - Stand-Up","Pending","9/17/2020 10:06:30 AM","PIZZA HOUSE OF COLORADO LLC","3529 W 38th Ave  Denver 80211"
"2020-BFN-0005559","Combined License","NA","Pending","10/26/2020 11:08:41 AM","BAZAAR BAR I, LLC","1440  Market St  Denver 80202"
"2020-BFN-0007346","Retail Tobacco Store","NA","Pending","12/28/2020 2:03:01 PM","AKK INC","3165 W 38th AVE  Denver 80211"
"2020-BFN-0007465","Retail Tobacco Store","NA","Pending","12/31/2020 1:27:40 PM","LE CORPORATION","7150  Leetsdale DR 308 Denver 80224"
"2020-BFN-0004743","Retail Food Establishment","Restaurant","Pending","9/16/2020 12:41:30 PM","BBH LLC","4965 N Federal Blvd  Denver 80221"
"2020-BFN-0004809","Combined License","NA","Pending","9/18/2020 9:56:32 AM","IMP MCR HILL VENTURE LLC","1200 N Grant St  Denver 80203"
"2020-BFN-0004591","Second Hand Dealer","NA","Pending","9/8/2020 12:21:21 PM","FLANEUR, LLC","800 E 6th Ave 201 Denver "
"2020-BFN-0007236","Retail Tobacco Store","NA","Pending","12/23/2020 1:24:06 PM","Safeway Stores 45, Inc","2797 S Monaco Street PKWY  Denver "
"2021-BFN-0000097","Food - Retail","Bakery, Deli","Pending","1/6/2021 12:49:59 PM","THE MARSHALL RETAIL GROUP, LLC","8700  Pena Blvd  Denver 80249"
"2020-BFN-0006758","Child Care","Center","Pending","12/10/2020 2:01:03 PM","Blessed Sacrament Catholic Church","1958 N Elm ST  Denver 80220"
"2020-BFN-0005446","Tree Service Company","NA","Pending","10/21/2020 2:54:43 PM","JAMES MICHAEL CUNNINGHAM","5361 S FEDERAL CIR R203 LITTLETON 80123"
"2021-BFN-0000964","Short Term Rental","NA","Pending","2/13/2021 12:16:32 PM","EDWARD MOONEY","1572 N Race ST  Denver 80206"
"2021-BFN-0000901","Retail Tobacco Store","NA","Pending","2/11/2021 8:16:46 AM","Purple Haze, Inc.","1020  15th ST 1V Denver 80202"
"2021-BFN-0000570","Combined License","NA","Pending","1/27/2021 5:53:53 AM","3014 COLFAX INC","3014 E Colfax Ave  Denver 80206"
"2021-BFN-0001520","Retail Food Establishment","Restaurant - Temporary","Pending","3/12/2021 12:01:03 PM","Vicky's Thai Kitchen LLC","17973  Bates Ave.    "
"2021-BFN-0000653","Child Care","Center","Pending","1/30/2021 9:09:44 AM","Ta Da Gymnastics, LLC","4433 W 29th AVE 103 Denver 80212"
"2021-BFN-0001206","Short Term Rental","NA","Pending","2/25/2021 9:40:59 AM","NICHOLAS VALDEZ","100  Park AVE 1404 Denver 80205"
"2021-BFN-0001038","Combined License","NA","Pending","2/17/2021 1:48:28 PM","VIBE COFFEE & WINE LLC","1490  Curtis St  Denver "
"2021-BFN-0001148","Child Care","Center","Pending","2/23/2021 9:21:50 AM","DENVER COOPERATIVE PRESCHOOL","480 N Marion ST  Denver 80218"
"2021-BFN-0001472","Combined License","NA","Pending","3/10/2021 12:20:58 PM","VERBENA CORNER MARKET LLC","8332 E Colfax Ave  Denver 80220"
"2021-BFN-0000553","Combined License","NA","Pending","1/26/2021 12:08:46 PM","YELLOWJACKET, LLC","4345 W 46th Ave  Denver 80212"
"2021-BFN-0001283","Combined License","NA","Pending","3/2/2021 2:05:04 PM","REDEEMER PIZZA, LLC","2705  Larimer St  Denver 80205"
"2021-BFN-0000621","Retail Marijuana Inf Prod Mfg","NA","Pending","1/28/2021 5:49:37 PM","XQUISITE XTRACTS LLC","150 N Rio Grande Blvd  Denver 80223"
"2021-BFN-0000547","Retail Food Establishment","Restaurant","Pending","1/26/2021 9:42:25 AM","CHINATOWN BISTRO LLC","1789 N Ogden St  Denver 80218"
"2021-BFN-0000869","Retail Food Establishment","Restaurant","Pending","2/10/2021 11:02:15 AM","JC EATZ, LLC","5979 E Colfax Ave  Denver "
"2021-BFN-0000916","Retail Food Establishment","Restaurant - Stand-Up","Pending","2/11/2021 2:05:00 PM","VENEZOLANOS CORP","810 N Vallejo St  Denver "
"2021-BFN-0001023","Retail Tobacco Store","NA","Pending","2/17/2021 11:07:53 AM","Fairway Liquors","10890 E Dartmouth AVE 14 Denver 80014"
"2021-BFN-0001339","Food - Retail","Fresh Meats & Fish","Pending","3/4/2021 10:51:11 AM","GIZEADIS Z ATINAFU","7227 E Colfax Ave  Denver 80220"
"2021-BFN-0000289","Retail Food Establishment","Restaurant","Pending","1/14/2021 6:12:37 AM","STARBUCKS CORPORATION","18201  Green Valley Ranch Blvd  Denver 80249"
"2021-BFN-0000630","Swimming Pool","NA","Pending","1/29/2021 12:06:38 PM","2000 CHEESMAN E CONDOMINIUM HOMEOWNERS","2000 E 12th Ave  Denver 80206"
"2021-BFN-0001121","Retail Marijuana Store","NA","Pending","2/22/2021 9:22:38 AM","BCC LLC","4837 N Washington St 100 Denver "
"2021-BFN-0001415","Private Security Employer","NA","Pending","3/8/2021 12:39:06 PM","DC Private Investigations and Security Consultants","      "
"2021-BFN-0001412","Food - Retail","Bakery, Deli","Pending","3/8/2021 12:00:26 PM","GINGERLY BAKED LLC","4897 N Oakland St  Denver 80239"
"2021-BFN-0002250","Short Term Rental","NA","Pending","4/13/2021 8:24:14 PM","RYAN CONIAM","2939  Lawrence ST  Denver 80205"
"2021-BFN-0001729","Retail Food Establishment","Restaurant","Pending","3/24/2021 10:01:08 AM","GH FOOD GROUP","9135 E Northfield Blvd 130 Denver "
"2021-BFN-0002291","Marijuana Transporter","NA","Pending","4/14/2021 5:32:56 PM","CHECKER SIX LLC","1120 N Yuma Ct  Denver 80204"
"2021-BFN-0002296","Waste Hauler","NA","Pending","4/15/2021 8:26:53 AM","Colorado Civil Infrastructure","      "
"2021-BFN-0002302","Retail Food Establishment","Mobile","Pending","4/15/2021 11:07:52 AM","MAMA JO'S LLC","9975 W 85TH PKWY  ARVADA 80005"
"2021-BFN-0001772","Child Care","Center","Pending","3/25/2021 1:04:08 PM","Summer Scholars","1000 S Holly ST  Denver 80246"
"2021-BFN-0001773","Food - Retail","Multi-Use","Pending","3/25/2021 1:15:33 PM","SODEXO-LIBERTY GLOBAL","1550  Wewatta St 1000 Denver 80202"
"2021-BFN-0001777","Child Care","Center","Pending","3/25/2021 1:19:51 PM","Summer Scholars","2940 N Dexter ST  Denver 80207"
"2021-BFN-0001790","Retail Food Establishment","Restaurant","Pending","3/25/2021 3:41:11 PM","HIMALAYAN SPICY, LLC","4279 N Tennyson St  Denver 80212"
"2021-BFN-0002321","Retail Tobacco Store","NA","Pending","4/15/2021 6:01:34 PM","C & Park Inc","1777 W Mississippi AVE  Denver 80223"
"2021-BFN-0001804","Retail Food Establishment","Restaurant - Stand-Up","Pending","3/26/2021 11:54:12 AM","OUTTA THIS WORLD CO LLC","16  AND ARAPAHOE ST 16 DENVER 80202"
"2021-BFN-0002391","Med Marijuana Inf Prod Manuf","NA","Pending","4/19/2021 3:15:01 PM","CREAM EXTRACTS LLC","2201 S Kalamath St  Denver 80223"
"2021-BFN-0002409","Food - Retail","Multi-Use","Pending","4/20/2021 11:33:41 AM","MELODY MARKET LLC","2590 N Washington St  Denver 80205"
"2021-BFN-0002056","Combined License","NA","Pending","4/7/2021 1:47:51 PM","RAICES BREWING COMPANY, LLC","2060 W Colfax Ave  Denver 80204"
"2021-BFN-0001546","Combined License","NA","Pending","3/16/2021 8:55:01 AM","NEW PHO 92 INC","6691 N Tower Rd 101 Denver 80249"
"2021-BFN-0001547","Retail Food Establishment","Restaurant","Pending","3/16/2021 10:16:48 AM","BRIMAX SOUTH LLC","4020 W Colfax Ave  Denver 80204"
"2021-BFN-0002442","Liquor","Tastings","Pending","4/21/2021 6:37:34 AM","SMALL BATCH LIQUORS LLC","4340 N Tennyson St  Denver 80212"
"2021-BFN-0001961","Marijuana Transporter","NA","Pending","4/2/2021 10:13:48 AM","DASH, LLC","1030 W Ellsworth Ave  Denver 80223"
"2021-BFN-0002457","Pedal Cab Company","NA","Pending","4/21/2021 11:51:32 AM","PEDAL PROMOTIONS LLC","6734 W 98 CIR  WESTMINSTER 80021"
"2021-BFN-0002476","Child Care","Center","Pending","4/21/2021 3:59:52 PM","Anita Willis","2575 N Vine ST  Denver 80205"
"2021-BFN-0002180","Parking Lot, Garage","NA","Pending","4/12/2021 1:50:26 PM","DENISON PARKING INC.","3508  Delgany St  Denver 80216"
"2021-BFN-0002484","Combined License","NA","Pending","4/22/2021 10:55:35 AM","REVERIE BREWING COMPANY LLC","2030 S Cherokee St  Denver 80223"
"2021-BFN-0002012","Retail Food Establishment","Mobile","Pending","4/6/2021 9:30:14 AM","THOMAS & STEWART BROS LLC","2423  California St  Denver 80205"
"2011-BFN-1055693","Retail Food Establishment","Restaurant - Stand-Up","Pending","4/16/2021 12:00:00 AM","MONET CAFE","1005 N YORK ST  DENVER 80206"
"2019-BFN-0009645","Combined License","NA","Pending","9/30/2019 3:29:27 PM","BIG PIZZA PIE, LLC","4839 E Colfax Ave  Denver 80220"
"2021-BFN-0001893","Liquor","Tastings","Pending","3/31/2021 9:07:46 AM","THE VINEYARD INC","261 N Fillmore St  Denver 80206"
"2021-BFN-0002051","Retail Food Establishment","Restaurant","Pending","4/7/2021 10:43:23 AM","ERE BUCHTEL FG LLC","2023 S Colorado Blvd 103 Denver 80222"
"2019-BFN-0011357","Food - Retail","Produce","Pending","12/6/2019 10:40:46 AM","DOCTOR HEMP LLC","3409 S Oleander Ct  Denver 80224"
"2020-BFN-0000099","Combined License","NA","Pending","1/7/2020 9:44:13 AM","OFF THE RECORD HIFI LLC","1029 N Santa Fe Dr  Denver 80204"
"2020-BFN-0003000","Combined License","NA","Pending","6/12/2020 2:03:30 PM","WATER GRILL DENVER LLC","1691  Market St  Denver 80202"
"2020-BFN-0003154","Retail Food Establishment","Restaurant - Temporary","Pending","6/22/2020 12:40:10 PM","RoseBud Ice Cream","1451  24th ST 176 Denver 80205"
"2020-BFN-0002660","Food - Retail","Multi-Use","Pending","5/22/2020 2:21:16 PM","ARISE 2 CORP","8000 E Quincy Ave 1200 Denver 80237"
"2020-BFN-0003804","Swimming Pool","NA","Pending","7/24/2020 1:10:31 PM","URBAN NEIGHBORHOOD DENVER RISE LLC","888 S Dexter St  Denver 80246"
"2020-BFN-0002340","Combined License","NA","Pending","5/4/2020 11:36:17 AM","1250 S CLERMONT ST (INFINITY FLATS) LLC","1250 S Clermont St  Denver 80246"
"2020-BFN-0003446","Retail Tobacco Store","NA","Pending","7/4/2020 1:05:45 AM","MARWA MARKET","4330 W Colfax AVE  Denver 80204"
"2020-BFN-0003758","Swimming Pool","NA","Pending","7/22/2020 1:03:27 PM","LORETTO HEIGHTS","3400 S Lowell Blvd  Denver 80236"
"2020-BFN-0003195","Retail Food Establishment","Restaurant - Temporary","Pending","6/23/2020 3:08:40 PM","Focus Points Training and Business Center, LLC","2501 E 48th AVE  Denver 80216"
"2020-BFN-0004155","Child Care Home","NA","Pending","8/14/2020 1:27:16 PM","LILY ARMIJO LLC","4853 N Irving St  Denver 80221"
"2020-BFN-0002557","Garage - Repair of Motor Vehic","NA","Pending","5/15/2020 2:43:54 PM","THE GOODYEAR TIRE AND RUBBER COMPANY","1460  Tremont Pl  Denver 80202"
"2020-BFN-0002610","Retail Tobacco Store","NA","Pending","5/20/2020 10:08:45 AM","56TH & DUNKIRK LLC","19245 E 56th AVE  Denver "
"2020-BFN-0006198","Combined License","NA","Pending","11/23/2020 1:43:11 PM","LOCAL 38 BAR, LLC","3930 W 38th Ave  Denver 80212"
"2020-BFN-0004636","Food - Retail","Bakery, Deli","Pending","9/10/2020 1:56:17 PM","THE DOUGHNUT CLUB LLC","3040  Blake St 151 Denver 80205"
"2020-BFN-0004973","Retail Marijuana Store","NA","Pending","9/28/2020 10:03:59 AM","STATION 2 LLC","468 S Federal Blvd  Denver 80219"
"2020-BFN-0005638","Retail Tobacco Store","NA","Pending","10/28/2020 4:01:39 PM","TOMMY'S, INC","2804 S Federal BLVD  Denver 80236"
"2020-BFN-0007044","Retail Tobacco Store","NA","Pending","12/17/2020 11:12:41 AM","Gene S Wilson Inc","724 S University BLVD  Denver 80209"
"2020-BFN-0005634","Retail Food Establishment","Restaurant - Stand-Up","Pending","10/28/2020 3:36:42 PM","GREEN VALLEY PARTNERS LLC","13131  CHAMPIONS DR 110 HOUSTON 77069"
"2020-BFN-0004615","Liquor","Tastings","Pending","9/9/2020 2:08:47 PM","DUSTIN CHIAPPETTA","1886 S Pearl St  Denver 80210"
"2021-BFN-0000070","Tree Service Company","NA","Pending","12/31/2021 12:00:00 AM","DEVIN AUSTIN","2720 S DELAWARE ST  ENGLEWOOD 80110"
"2021-BFN-0000021","Short Term Rental","NA","Pending","1/4/2021 12:55:01 PM","DAVID GIFFORD","3823 N Osceola ST  Denver 80212"
"2020-BFN-0005133","Garage - Repair of Motor Vehic","NA","Pending","10/6/2020 10:53:01 AM","LES SCHWAB TIRE CENTERS OF COLORADO INC","4970 N Central Park Blvd  Denver 80238"
"2020-BFN-0006128","Retail Food Establishment","Restaurant","Pending","11/19/2020 10:46:29 AM","STARBUCKS CORPORATION","6691 N Tower Rd  Denver 80249"
"2020-BFN-0006963","Combined License","NA","Pending","12/15/2020 3:51:50 PM","RYE DENVER 1 LLC","3090  Larimer St  Denver 80205"
"2020-BFN-0006427","Retail Tobacco Store","NA","Pending","12/2/2020 4:02:54 PM","Bruce Inc","3400 N Colorado BLVD  Denver 80205"
"2020-BFN-0004850","Tree Service Company","NA","Pending","12/31/2020 12:00:00 AM","ANTHONY HAHN","6245  CLERMONT ST  COMMERCE CITY 80022"
"2020-BFN-0006881","Retail Food Establishment","Restaurant","Pending","12/14/2020 3:15:18 PM","SODEXO AMERICA LLC","2055 E Evans Ave  Denver 80210"
"2020-BFN-0005510","Retail Marijuana Inf Prod Mfg","NA","Pending","10/23/2020 1:23:22 PM","THE GREEN BUILDING LLC","1397 S Cherokee St  Denver 80223"
"2020-BFN-0007334","Child Care","Center","Pending","12/28/2020 12:34:42 PM","Bladium Denver No 1 INC","2400 N Central Park BLVD  Denver 80238"
"2021-BFN-0000657","Short Term Rental","NA","Pending","1/31/2021 4:23:55 PM","SHANNON BREEDLOVE","3353 N Jasmine ST  Denver 80207"
"2021-BFN-0001059","Combined License","NA","Pending","2/18/2021 12:52:01 PM","CUTIES BAR LLC","3480 S Galena St B-6 Denver "
"2021-BFN-0000539","Garage - Repair of Motor Vehic","NA","Pending","1/25/2021 2:24:32 PM","BEST AUTO REPAIR A LLC","6918 E Colfax Ave  Denver 80220"
"2021-BFN-0000237","Retail Food Establishment","Restaurant","Pending","1/12/2021 1:51:45 PM","WHOLE SOL RINO LLC","3605  Walnut St  Denver 80205"
"2021-BFN-0000822","Retail Food Establishment","Restaurant - Stand-Up","Pending","2/8/2021 11:06:47 AM","WAN WOK LLC","810 N Vallejo St  Denver "
"2021-BFN-0001474","Swimming Pool","NA","Pending","3/10/2021 2:04:45 PM","PARELMOUNT LLC","8000 E Girard Ave  Denver 80231"
"2021-BFN-0002045","Short Term Rental","NA","Pending","4/7/2021 9:28:14 AM","LAURA HASELMAN","1950 N Logan ST 803 Denver 80203"
"2021-BFN-0002238","Liquor","Special Events","Pending","4/13/2021 3:09:57 PM","Wear Love Clothing","      "
"2021-BFN-0001579","Short Term Rental","NA","Pending","3/17/2021 11:11:07 AM","JESSE ENGLUND-ROHLF","4871 N Benton ST  Denver 80212"
"2021-BFN-0001596","Child Care","Center","Pending","3/17/2021 1:55:05 PM","City and County of Denver","3777 N Lafayette ST  Denver 80205"
"2021-BFN-0001623","Short Term Rental","NA","Pending","3/18/2021 11:14:41 AM","JEREMIAH BROZ","1323 N Elati ST 2 Denver 80204"
"2021-BFN-0002305","Retail Food Establishment","Mobile","Pending","4/15/2021 11:23:46 AM","CARLOS KITCHEN LLC","8400 E YALE AVE 2-108 DENVER 80231"
"2021-BFN-0001768","Retail Food Establishment","Restaurant","Pending","3/25/2021 1:01:07 PM","HIMALAYAN SPICY, LLC","4275 N Tennyson St  Denver 80212"
"2021-BFN-0001778","Retail Food Establishment","Restaurant - Temporary","Pending","3/25/2021 1:25:25 PM","IHF LLC","2810  N Nevada    "
"2021-BFN-0001643","Burglar Alarm System Company","NA","Pending","3/19/2021 12:05:25 PM","HOMEFRONT DEFENSE LLC","2020 N ACADEMY BLVD  COLORADO SPRINGS 80909"
"2021-BFN-0001795","Liquor","Special Events","Pending","3/25/2021 4:27:24 PM","Sean Ranch Lough Foundation","      "
"2021-BFN-0001798","Short Term Rental","NA","Pending","3/26/2021 9:18:48 AM","DILLON ROY","2360  Curtis ST 2 Denver 80205"
"2021-BFN-0001804","Retail Food Establishment","Restaurant - Stand-Up","Pending","3/26/2021 11:54:12 AM","OUTTA THIS WORLD CO LLC","1461  QUINCE ST  DENVER 80220"
"2021-BFN-0002346","Retail Tobacco Store","NA","Pending","4/16/2021 2:26:30 PM","Sip-N-Drip Inc","1115 N Syracuse ST  Denver 80220"
"2021-BFN-0002392","Combined License","NA","Pending","4/19/2021 3:26:48 PM","BEYOND THAI CAFE","1030 E 22nd Ave  Denver 80205"
"2021-BFN-0002410","Parking Lot, Garage","NA","Pending","4/20/2021 11:39:28 AM","PARKWELL LLC","2128 W 32nd Ave  Denver 80211"
"2021-BFN-0002411","Liquor","Special Events","Pending","4/20/2021 11:45:26 AM","Amp the Cause","      "
"2021-BFN-0002422","Child Care Home","NA","Pending","4/20/2021 2:10:15 PM","JACQUELINE PENDER LLC","4320 N Cathay St  Denver 80249"
"2021-BFN-0001913","Child Care","Center","Pending","3/31/2021 3:50:25 PM","City and County of Denver","15555 E 53rd AVE  Denver 80239"
"2021-BFN-0002049","Food - Retail","Multi-Use","Pending","4/7/2021 10:19:09 AM","PIRATE CHEF LLC","2000 S Dahlia St 250-C Denver "
"2021-BFN-0001968","Combined License","NA","Pending","4/2/2021 12:06:43 PM","BOOKBAR, INC","4280 N Tennyson St  Denver 80212"
"2021-BFN-0002459","Retail Food Establishment","Restaurant - Stand-Up","Pending","4/21/2021 1:02:56 PM","FATHIA'S EATERY LLC","810 N Vallejo St  Denver "
"2021-BFN-0002466","Short Term Rental","NA","Pending","4/21/2021 3:08:48 PM","SARAH STAPP","2201  Glenarm PL  Denver 80205"
"2021-BFN-0001989","Combined License","NA","Pending","4/5/2021 10:09:52 AM","SEMERE AND MM LLC","3100 W Jewell Ave  Denver 80219"
"2021-BFN-0002188","Combined License","NA","Pending","4/12/2021 3:26:23 PM","THOMPSON HOTELS LLC","1616  Market St  Denver "
"2021-BFN-0002027","Child Care","Center","Pending","4/6/2021 1:17:02 PM","Child Care Center of Colorado, Inc","3155 W Florida AVE  Denver 80219"
